Dialga	1	V3.0.11	https://www.serebii.net/duel/figures/1.jpg	2	ex	steel	dragon	time distortion - if there are other pokémon on your bench, this pokémon cannot enter the field using an mp move.
Tauros	2	V3.0.11	https://www.serebii.net/duel/figures/2.jpg	2	c	normal		none
Armaldo	3	V3.0.10	https://www.serebii.net/duel/figures/3.jpg	1	r	rock	bug	swift swim - if there is an adjacent water-type pokémon, this pokémon gains +1mp
Charmander	4	V3.0.10	https://www.serebii.net/duel/figures/4.jpg	3	uc	fire		none
Mightyena	5	V4.0.2	https://www.serebii.net/duel/figures/5.jpg	2	uc	dark		none
Ekans	6	V3.0.10	https://www.serebii.net/duel/figures/6.jpg	3	c	poison		none
Bayleef	7	V3.0.10	https://www.serebii.net/duel/figures/7.jpg	2	c	grass		spicy scent - this pokémon gains +20 damage in battles in your turn
Snubbull	8	V3.0.10	https://www.serebii.net/duel/figures/8.jpg	2	c	fairy		none
Plusle	9	V3.0.11	https://www.serebii.net/duel/figures/9.jpg	3	c	electric		plus - when minun is adjacent to this pokémon, the white attacks of your electric pokémon gain the battle opponent becomes paralyezed
Seedot	10	V3.0.10	https://www.serebii.net/duel/figures/10.jpg	2	c	grass		none
Metagross	11	V4.0.4	https://www.serebii.net/duel/figures/11.jpg	1	ex	steel	psychic	none
Sentret	12	V3.0.10	https://www.serebii.net/duel/figures/12.jpg	2	c	normal		none
Golem	13	V3.0.10	https://www.serebii.net/duel/figures/13.jpg	1	uc	rock	ground	none
Spinarak	14	V3.0.10	https://www.serebii.net/duel/figures/14.jpg	3	uc	bug	poison	sticky web - other pokémon cannot use fly away to pass over this pokémon
Aipom	15	V3.0.10	https://www.serebii.net/duel/figures/15.jpg	3	uc	normal		run off - before using this pokémon, you can switch its position with another one of your own pokémon in an adjacent space.
Sandshrew	16	V3.0.10	https://www.serebii.net/duel/figures/16.jpg	2	c	ground		sand veil - if this pokémon is to be attacked, it may slip past the attacking pokémon
Murkrow	17	V3.0.10	https://www.serebii.net/duel/figures/17.jpg	3	r	dark	flying	none
Caterpie	18	V3.0.10	https://www.serebii.net/duel/figures/18.jpg	1	uc	bug		none
Mudkip	19	V3.0.10	https://www.serebii.net/duel/figures/19.jpg	3	uc	water		none
Bidoof	20	V3.0.10	https://www.serebii.net/duel/figures/20.jpg	2	c	normal		none
Steelix	21	V3.0.11	https://www.serebii.net/duel/figures/21.jpg	1	r	steel	ground	none
Marill	22	V3.0.10	https://www.serebii.net/duel/figures/22.jpg	2	c	water	fairy	none
Raticate	23	V3.0.10	https://www.serebii.net/duel/figures/23.jpg	2	c	normal		none
Machop	24	V3.0.11	https://www.serebii.net/duel/figures/24.jpg	2	c	fighting		none
Luxray	25	V5.0.10	https://www.serebii.net/duel/figures/25.jpg	2	r	electric		blue spark - the dodges of opposing pokémon adjacent to this pokémon become misses.
Poliwag	26	V3.0.10	https://www.serebii.net/duel/figures/26.jpg	3	c	water		none
Teddiursa	27	V3.0.10	https://www.serebii.net/duel/figures/27.jpg	2	c	normal		none
Tyrogue	28	V3.0.10	https://www.serebii.net/duel/figures/28.jpg	2	c	fighting		none
Chespin	29	V3.0.10	https://www.serebii.net/duel/figures/29.jpg	2	uc	grass		none
Lugia	30	V3.0.10	https://www.serebii.net/duel/figures/30.jpg	2	ex	psychic	flying	marine rage - this pokémon games +10 damage for each water-type pokémon in each player's bench
Shinx	31	V3.0.11	https://www.serebii.net/duel/figures/31.jpg	3	c	electric		none
Aron	32	V3.0.10	https://www.serebii.net/duel/figures/32.jpg	2	uc	steel	rock	none
Emolga	33	V3.0.10	https://www.serebii.net/duel/figures/33.jpg	3	c	electric	flying	none
Doduo	34	V3.0.10	https://www.serebii.net/duel/figures/34.jpg	3	c	normal	flying	none
Treecko	35	V6.0.0	https://www.serebii.net/duel/figures/35.jpg	3	uc	grass		wall-climb - while on the bench, this pokémon can mp move over non-ghost-type pokémon
Heracross	36	V3.0.10	https://www.serebii.net/duel/figures/36.jpg	2	r	bug	fighting	none
Deino	37	V3.0.11	https://www.serebii.net/duel/figures/37.jpg	2	c	dark	dragon	none
Combee	38	V3.0.12	https://www.serebii.net/duel/figures/38.jpg	3	uc	bug	flying	thicket slip - this pokémon can mp move past grass-type pokémon on the field
Squirtle	39	V3.0.10	https://www.serebii.net/duel/figures/39.jpg	3	uc	water		none
Meowth	40	V3.0.10	https://www.serebii.net/duel/figures/40.jpg	2	r	normal		none
Zubat	41	V3.0.10	https://www.serebii.net/duel/figures/41.jpg	3	c	poison	flying	none
Ho-Oh	42	V3.0.12	https://www.serebii.net/duel/figures/42.jpg	2	ex	fire	flying	serene light - when this pokémon is knocked out, all pokémon in your p.c. are moved to the bench (this pokémon excluded).
Skarmory	43	V3.0.10	https://www.serebii.net/duel/figures/43.jpg	2	r	steel	flying	none
Audino	44	V3.0.10	https://www.serebii.net/duel/figures/44.jpg	1	c	normal		assist - any pokemon adjacent to this pokemon will do +30 damage.
Machamp	45	V3.0.10	https://www.serebii.net/duel/figures/45.jpg	2	r	fighting		guts - if this pokémon has a special condition, it deals +50 damage
Kyogre	46	V3.0.11	https://www.serebii.net/duel/figures/46.jpg	1	ex	water		primal rage - if the opponent has groudon, kyogre or rayquaza on the field, this pokémon gets mp +1 and does +20 damage
Psyduck	47	V3.0.10	https://www.serebii.net/duel/figures/47.jpg	2	uc	water		migraine - if your opponent spins a purple attack, you can force them to respin once a turn.
Spinda	48	V3.0.10	https://www.serebii.net/duel/figures/48.jpg	2	c	normal		own tempo - this pokémon cannot be confused
Shroomish	49	V3.0.10	https://www.serebii.net/duel/figures/49.jpg	2	c	grass		none
Charizard	50	V3.0.10	https://www.serebii.net/duel/figures/50.jpg	1	ex	fire	flying	speed booster - when this pokémon evolves, it will gain +1 mp
Wobbuffet	51	V3.0.11	https://www.serebii.net/duel/figures/51.jpg	2	r	psychic		bide - this pokémon cannot battle.
Pikachu	52	V3.0.10	https://www.serebii.net/duel/figures/52.jpg	2	uc	electric		none
Palkia	53	V3.0.11	https://www.serebii.net/duel/figures/53.jpg	2	ex	water	dragon	space distortion - if there are other pokémon on your bench, this pokémon cannot enter the field using an mp move
Cacnea	54	V3.0.10	https://www.serebii.net/duel/figures/54.jpg	2	c	grass		none
Froakie	55	V5.0.9	https://www.serebii.net/duel/figures/55.jpg	3	uc	water		none
Dratini	56	V4.0	https://www.serebii.net/duel/figures/56.jpg	2	r	dragon		none
Eevee	57	V3.0.12	https://www.serebii.net/duel/figures/57.jpg	3	r	normal		spontaneous evolution - whenever this pokémon moves from the p.c. to the bench, it can evolve.
Minun	58	V3.0.11	https://www.serebii.net/duel/figures/58.jpg	3	c	electric		minus - when plusle is adjacent to this pokémon, the white attacks of your electric pokémon gain the battle opponent becomes paralyezed
Pinsir	59	V3.0.12	https://www.serebii.net/duel/figures/59.jpg	2	r	bug		none
Feraligatr	60	V3.0.10	https://www.serebii.net/duel/figures/60.jpg	1	ex	water		speed booster - when this pokémon evolves, it will gain +1 mp
Bagon	61	V3.0.10	https://www.serebii.net/duel/figures/61.jpg	2	uc	dragon		none
Kabuto	62	V3.0.11	https://www.serebii.net/duel/figures/62.jpg	2	uc	rock	water	battle armor - if your battle opponent spins an attack with 10 or more damage, you can force them top spin again once per turn
Geodude	63	V3.0.11	https://www.serebii.net/duel/figures/63.jpg	2	c	rock	ground	none
Bulbasaur	64	V3.0.11	https://www.serebii.net/duel/figures/64.jpg	3	uc	grass	poison	none
Magnemite	65	V3.0.10	https://www.serebii.net/duel/figures/65.jpg	3	c	electric	steel	none
Fennekin	66	V3.0.10	https://www.serebii.net/duel/figures/66.jpg	3	uc	fire		none
Darkrai	67	V3.0.11	https://www.serebii.net/duel/figures/67.jpg	2	ex	dark		bad dreams - opposing pokémon that are asleep adjacent to this pokémon are knocked out. (pokémon passed while moving do not count).
Absol	68	V3.0.11	https://www.serebii.net/duel/figures/68.jpg	2	r	dark		none
Drowzee	69	V5.0.8	https://www.serebii.net/duel/figures/69.jpg	1	c	psychic		insomnia - this pokémon can't be asleep
Salamence	70	V3.0.10	https://www.serebii.net/duel/figures/70.jpg	2	r	dragon	flying	none
Mareep	71	V5.0.10	https://www.serebii.net/duel/figures/71.jpg	2	c	electric		none
Exeggcute	72	V3.0.10	https://www.serebii.net/duel/figures/72.jpg	2	c	grass	psychic	none
Scyther	73	V3.0.10	https://www.serebii.net/duel/figures/73.jpg	2	uc	bug	flying	none
Goomy	74	V3.0.10	https://www.serebii.net/duel/figures/74.jpg	1	c	dragon		gooey - pokémon that battle with this pokémon gain wait.
Smoochum	75	V4.0	https://www.serebii.net/duel/figures/75.jpg	3	c	ice	psychic	none
Spearow	76	V3.0.10	https://www.serebii.net/duel/figures/76.jpg	2	c	normal	flying	none
Gabite	77	V3.0.10	https://www.serebii.net/duel/figures/77.jpg	2	r	dragon	ground	sand veil - if this pokémon is attacked, it can move under the opponent's pokémon to another space next to it. (a battle does not occur.)
Dedenne	78	V3.0.10	https://www.serebii.net/duel/figures/78.jpg	3	c	electric	fairy	none
Hawlucha	79	V3.0.10	https://www.serebii.net/duel/figures/79.jpg	2	c	fighting	flying	high flying - this pokémon can also attack pokémon that are two spaces away, provided that there is a pokémon between them.
Groudon	80	V3.0.11	https://www.serebii.net/duel/figures/80.jpg	1	ex	ground		primal rage - if the opponent has groudon, kyogre or rayquaza on the field, this pokémon gets mp +1 and does +20 damage
Nidoran♂	81	V3.0.10	https://www.serebii.net/duel/figures/81.jpg	2	c	poison		none
Fletchling	82	V3.0.12	https://www.serebii.net/duel/figures/82.jpg	2	c	normal	flying	none
Espurr	83	V3.0.10	https://www.serebii.net/duel/figures/83.jpg	2	c	psychic		none
Beedrill	84	V4.0.4	https://www.serebii.net/duel/figures/84.jpg	3	c	bug	poison	none
